Compound_Name,smiles,N𝛿–,InChIKey
alln_354,CC(C)OCCCN,-0.82301,VHYUNSUGCNKWSO-UHFFFAOYSA-N
alln_355,COC(=O)[C@H](C)N,-0.81065,DWKPPFQULDPWHX-VKHMYHEASA-N
alln_356,COC(=O)[C@@H](C)N,-0.81065,DWKPPFQULDPWHX-GSVOUGTGSA-N
alln_359,NCCC(=O)OCc1ccccc1,-0.82537,CANCPUBPPUIWPX-UHFFFAOYSA-N
alln_360,COC[C@@H](C)N,-0.8148,NXMXETCTWNXSFG-SCSAIBSYSA-N
alln_361,COC[C@H](C)N,-0.8148,NXMXETCTWNXSFG-BYPYZUCNSA-N
alln_362,C[C@@H](N)C(=O)OC(C)(C)C,-0.81114,TZHVYFBSLOMRCU-RXMQYKEDSA-N
alln_363,COc1cccc([C@H](C)N)c1,-0.81993,CJWGCBRQAHCVHW-ZETCQYMHSA-N
alln_364,Cc1noc(C)c1CN,-0.82662,CXRIJWLNQSZJTG-UHFFFAOYSA-N
alln_365,C[C@@H]1OCC[C@H]1N,-0.82029,OBFFLNVYKSXULV-CRCLSJGQSA-N
alln_366,NCCc1nc2ccccc2[nH]1,-0.81639,GJEPMYMUORZPMP-UHFFFAOYSA-N
alln_367,NC(=S)NCc1ccco1,-0.79285,XSWHIPZJAMCLRZ-UHFFFAOYSA-N
alln_369,C[C@H]1OCC[C@H]1N,-0.82439,OBFFLNVYKSXULV-RFZPGFLSSA-N
alln_37,COCc1ccccc1N,-0.80036,ZHERWZMAGGWSIX-UHFFFAOYSA-N
alln_371,C[C@@H]1OCC[C@@H]1N,-0.82439,OBFFLNVYKSXULV-WHFBIAKZSA-N
alln_372,NC(=S)Nc1nccs1,-0.77859,LOCOYCNSPKQNRY-UHFFFAOYSA-N
alln_373,CC(C)(C)OC(=O)N1CC(N)C1,-0.81718,WPGLRFGDZJSQGI-UHFFFAOYSA-N
alln_374,COc1cccc([C@@H](C)N)c1,-0.81993,CJWGCBRQAHCVHW-SSDOTTSWSA-N
alln_375,NC(=S)N1CCCCC1,-0.80688,UERQMZVFUXRQOD-UHFFFAOYSA-N
alln_376,CCOC(=O)/C=C(/C)\N,-0.7782,not_found
alln_377,C[C@H]1OCC[C@@H]1N,-0.8203,OBFFLNVYKSXULV-UHNVWZDZSA-N
alln_378,COC(=O)c1ccc(CN)o1,-0.80705,HXZRHZUUJMJRJT-UHFFFAOYSA-N
alln_379,NCCC(=O)c1ccco1,-0.81922,PNZQRUGPAVHCNQ-UHFFFAOYSA-N
alln_38,N#Cc1ccccc1N,-0.77957,HLCPWBZNUKCSBN-UHFFFAOYSA-N
alln_380,NC1=NCCO1,-0.80898,YAXGBZDYGZBRBQ-UHFFFAOYSA-N
alln_381,C[C@H](N)C(=O)OC(C)(C)C,-0.81114,TZHVYFBSLOMRCU-YFKPBYRVSA-N
alln_382,NCCCn1ccnc1,-0.8164,KDHWOCLBMVSZPG-UHFFFAOYSA-N
alln_383,NCC(=O)c1ccccc1,-0.80692,HEQOJEGTZCTHCF-UHFFFAOYSA-N
alln_384,CCN(CC)C(=S)N,-0.80658,CNLHIRFQKMVKPX-UHFFFAOYSA-N
alln_385,NC(=S)NC1CCCC1,-0.798,VEJCUYXHMQFYGE-UHFFFAOYSA-N
alln_386,NC1=NS(=O)(=O)c2ccccc12,-0.7589,QNOQSOJREDRYBC-UHFFFAOYSA-N
alln_387,NC(=S)NC(=O)c1ccccc1,-0.76729,DQMWMUMCNOJLSI-UHFFFAOYSA-N
alln_388,CCOC(=O)C(N)C(=O)OCC,-0.8006,WLTCKEHCTUYJGI-UHFFFAOYSA-N
alln_389,NC(=S)NCCN1CCOCC1,-0.79548,MIVHEVIWHMEELG-UHFFFAOYSA-N
alln_39,Cc1nsc(N)c1C#N,-0.77282,PJQFZPWSFDVYIF-UHFFFAOYSA-N
alln_391,COC(=O)C(C)(C)N,-0.81486,HMZHEECHJWHZJX-UHFFFAOYSA-N
alln_392,CC(C)(C)OC(=O)NCCCN,-0.81763,POHWAQLZBIMPRN-UHFFFAOYSA-N
alln_393,NC(=S)NNc1ccccc1,-0.78829,JDXKTOBMLZLCSB-UHFFFAOYSA-N
alln_395,NCCC(=O)c1ccc(F)cc1,-0.82491,FFNBPSKJPIATFV-UHFFFAOYSA-N
alln_396,COc1ccc(C(=O)CCN)cc1,-0.81691,SWHVFXIPSSRRIK-UHFFFAOYSA-N
alln_397,NCCC(=O)c1ccc2c(c1)OCO2,-0.82307,ZFJPQSRAQZWRCT-UHFFFAOYSA-N
alln_398,COc1ccc(CNC(=S)N)cc1OC,-0.79453,OIZOYTUXTCEXRV-UHFFFAOYSA-N
alln_399,COc1ccc(C(=O)CCN)cc1OC,-0.81484,KDVNWXBMNJXXCY-UHFFFAOYSA-N
alln_40,Nc1ccccn1,-0.79066,ICSNLGPSRYBMBD-UHFFFAOYSA-N
alln_401,NCCn1ccnc1,-0.81769,YCIRHAGYEUJTFH-UHFFFAOYSA-N
alln_402,NC[C@H]1CCCOC1,-0.82044,ZTCHEOLGUZDPAN-ZCFIWIBFSA-N
alln_403,NCc1cncnc1,-0.80618,USRYWZFLGFQQEB-UHFFFAOYSA-N
alln_404,COc1ccc(CCN)cc1OC,-0.8247,ANOUKFYBOAKOIR-UHFFFAOYSA-N
alln_405,Cc1nc[nH]c1CN,-0.80979,XPOZILPQFAIBOC-UHFFFAOYSA-N
alln_406,NC[C@@H]1CCCOC1,-0.82044,ZTCHEOLGUZDPAN-LURJTMIESA-N
alln_407,CCN(CC)CCNC(=S)N,-0.79824,SEBCSPWHMFYMGA-UHFFFAOYSA-N
alln_408,CCOC(=O)CCCN,-0.81774,MAFQLJCYFMKEJJ-UHFFFAOYSA-N
alln_409,NCc1ccc(c2ccccc2)cc1,-0.80803,RMSPOVPGDBDYKH-UHFFFAOYSA-N
alln_41,Cc1cc(N)nn1C,-0.80428,YGRLFMMSIGPOOI-UHFFFAOYSA-N
alln_414,CC(C)(C)OC(=O)N1CCC(N)CC1,-0.82038,LZRDHSFPLUWYAX-UHFFFAOYSA-N
alln_417,NCC1CCOCC1,-0.82274,IPBPLHNLRKRLPJ-UHFFFAOYSA-N
alln_418,CC(C)(C)OC(=O)N1CC[C@H](N)C1,-0.81675,CMIBWIAICVBURI-ZETCQYMHSA-N
alln_419,Cc1cccc(CN)c1,-0.80852,RGXUCUWVGKLACF-UHFFFAOYSA-N
alln_420,COc1ccc(OC)c([C@@H](C)N)c1,-0.81916,ZWYIVRRLANGKDU-SSDOTTSWSA-N
alln_421,Cc1ccccc1CN,-0.81003,CJAAPVQEZPAQNI-UHFFFAOYSA-N
alln_422,CCOC(=O)N1CCC(N)CC1,-0.82336,GQQQULCEHJQUJT-UHFFFAOYSA-N
alln_423,NCCn1cnc2ccccc2c1=O,-0.82147,SCDNBWPDMOXOEZ-UHFFFAOYSA-N
alln_424,NCc1nnc2n1CCCCC2,-0.8034,IACZAGXWNRNOBU-UHFFFAOYSA-N
alln_425,NCc1cn2ccsc2n1,-0.81018,DHSVDAKPQOFXKO-UHFFFAOYSA-N
alln_426,NCc1cccc(F)c1,-0.80686,QVSVMNXRLWSNGS-UHFFFAOYSA-N
alln_427,COc1ccc(OC)c([C@H](C)N)c1,-0.81916,ZWYIVRRLANGKDU-ZETCQYMHSA-N
alln_428,CN1CCN(C(=S)N)CC1,-0.80165,QFACSDPLAUCZBD-UHFFFAOYSA-N
alln_429,Cc1nn(C)c(C)c1CN,-0.81341,DGVBHLRORWEBLP-UHFFFAOYSA-N
alln_43,CCOc1ccc(N)cc1,-0.79389,IMPPGHMHELILKG-UHFFFAOYSA-N
alln_430,CC(C)(C)OC(=O)N1CC[C@@H](N)C1,-0.81675,CMIBWIAICVBURI-SSDOTTSWSA-N
alln_431,NCc1ccnc(Cl)n1,-0.80423,YLWQRUVKEZYEED-UHFFFAOYSA-N
alln_432,COC(=O)c1ccc(CN)cc1,-0.80582,AQBJGAUQEJFPKZ-UHFFFAOYSA-N
alln_433,COCCCCN,-0.82444,YUUFAJOXLZUDJG-UHFFFAOYSA-N
alln_434,CC1(C)OB(c2ccccc2CN)OC1(C)C,-0.81786,QHGKJHOITXTFBC-UHFFFAOYSA-N
alln_438,CC(C)(C)OC(=O)N1CCC(N)(C#N)CC1,-0.7998,ZDAOYEIIJSEFSW-UHFFFAOYSA-N
alln_439,CC1(C)OB(c2cccc(CN)c2)OC1(C)C,-0.80897,XCHQBFQWVQIKJA-UHFFFAOYSA-N
alln_44,COc1ccc(N)c(C)c1,-0.80032,CDGNLUSBENXDGG-UHFFFAOYSA-N
alln_440,CC1(C)OB(c2ccc(CN)cc2)OC1(C)C,-0.8076,FPUVAGQUKWMDKN-UHFFFAOYSA-N
alln_442,COC(=O)c1ccc(CCCN)o1,-0.82335,AZTZIGIZTSQZSR-UHFFFAOYSA-N
alln_443,Cn1c(CN)nc2ccccc12,-0.80218,GFQZSGGPNZDNBC-UHFFFAOYSA-N
alln_444,C[S@](=O)C[C@H](N)c1ccccc1,-0.82512,XYQCUGXQYRHLAX-CABZTGNLSA-N
alln_446,NCc1cccc2[nH]ccc12,-0.8112,FFBWKPKOXRMLNP-UHFFFAOYSA-N
alln_447,Cc1ccc(CNC(=S)N)cc1,-0.79474,UNZSYIMZOJHWNX-UHFFFAOYSA-N
alln_448,CC(=O)Oc1ccccc1C(=S)N,-0.74671,UAYBTRVMCQQGQK-UHFFFAOYSA-N
alln_449,C[S@](=O)C[C@@H](N)c1ccccc1,-0.82816,XYQCUGXQYRHLAX-SKDRFNHKSA-N
alln_450,C[S@@](=O)C[C@H](N)c1ccccc1,-0.82815,XYQCUGXQYRHLAX-JOYOIKCWSA-N
alln_451,CCOC(=O)[C@H](N)c1ccccc1,-0.8146,VWKGPFHYXWGWEI-SECBINFHSA-N
alln_452,N[C@H]1CCOc2ccccc12,-0.81795,LCOFMNJNNXWKOC-QMMMGPOBSA-N
alln_453,C[S@@](=O)C[C@@H](N)c1ccccc1,-0.82512,XYQCUGXQYRHLAX-BXKDBHETSA-N
alln_454,COc1cccc(CN)c1OC,-0.81433,LVMPWFJVYMXSNY-UHFFFAOYSA-N
alln_455,N[C@@H]1CCOc2ccccc12,-0.81795,LCOFMNJNNXWKOC-MRVPVSSYSA-N
alln_456,NCc1cc(=O)[nH]c2ccccc12,-0.81367,RDXKAGOGKMCTBH-UHFFFAOYSA-N
alln_457,NCc1cn2ccccc2n1,-0.80989,GBRIYMLJYQLICB-UHFFFAOYSA-N
alln_458,CCOC(=O)[C@@H](N)c1ccccc1,-0.8146,VWKGPFHYXWGWEI-VIFPVBQESA-N
alln_459,NC(=S)NCCc1ccccc1,-0.79472,OFVGPHQYOCKLLM-UHFFFAOYSA-N
alln_46,CCOC(=O)c1cccc(N)c1,-0.78978,ZMCBYSBVJIMENC-UHFFFAOYSA-N
alln_460,N[C@H]1CCc2ccccc12,-0.8176,XJEVHMGJSYVQBQ-VIFPVBQESA-N
alln_462,Cc1ccc(CN)s1,-0.80849,XCBYYXLOEBELSB-UHFFFAOYSA-N
alln_463,NC(=S)N1CCc2ccccc2C1,-0.80443,JZQZVILRSLXZCO-UHFFFAOYSA-N
alln_464,CC(C)(C)OC(=O)N1CCC[C@@H](N)C1,-0.82054,AKQXKEBCONUWCL-MRVPVSSYSA-N
alln_465,CC(C)(C)OC(=O)N1CCC[C@H](N)C1,-0.82069,AKQXKEBCONUWCL-QMMMGPOBSA-N
alln_47,CC(=O)c1cccc(N)c1,-0.78916,CKQHAYFOPRIUOM-UHFFFAOYSA-N
alln_473,Cc1cc(C)nc(NC(=S)N)c1,-0.78469,ZXQTZSMIBLLDGW-UHFFFAOYSA-N
alln_474,CCOC(=O)N,-0.83588,JOYRKODLDBILNP-UHFFFAOYSA-N
alln_475,NC(=S)Nc1ccc(F)cc1,-0.79379,BRWKXKNZRVALNZ-UHFFFAOYSA-N
alln_477,N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)C1)C2,-0.82851,DKNWSYNQZKUICI-UHFFFAOYSA-N
alln_478,NC(=S)Nc1ccccc1F,-0.78582,WYVZQQOFMQRNPF-UHFFFAOYSA-N
alln_479,COc1ccc(NC(=S)N)cc1,-0.79609,SRYLJBWDZZMDSK-UHFFFAOYSA-N
alln_48,CCOC(=O)c1ccc(N)cc1,-0.7828,BLFLLBZGZJTVJG-UHFFFAOYSA-N
alln_480,C[C@H](NC(=S)N)c1ccccc1,-0.7944,XTFIWYQHNZIYCQ-ZETCQYMHSA-N
alln_481,CC[C@@H](C)NC(=S)N,-0.79841,WFDOLCYFWRFQEG-SCSAIBSYSA-N
alln_482,CC[C@H](C)NC(=S)N,-0.79837,WFDOLCYFWRFQEG-BYPYZUCNSA-N
alln_483,CCOC(=O)C1=C(N)CCCC1,-0.77647,JBZVWABPSHNPIK-UHFFFAOYSA-N
alln_484,COc1ccccc1NC(=S)N,-0.79238,HXCHZMHFZXNFIX-UHFFFAOYSA-N
alln_485,NC/C=C/c1ccccc1,-0.81123,not_found
alln_486,Cc1ccc(CN)c(C)c1,-0.81081,GBSUVYGVEQDZPG-UHFFFAOYSA-N
alln_487,NC(=S)NCc1ccncc1,-0.79187,UEVXNMMNVVJTRI-UHFFFAOYSA-N
alln_488,C[C@@H](NC(=S)N)c1ccccc1,-0.7944,XTFIWYQHNZIYCQ-SSDOTTSWSA-N
alln_49,Cc1cc(C)nc(N)n1,-0.78424,IDQNBVFPZMCDDN-UHFFFAOYSA-N
alln_490,CCc1ccc(C(=O)CCN)cc1,-0.81448,SZAVIWYFEBRQME-UHFFFAOYSA-N
alln_491,NC(=O)NC(=S)Nc1ccccc1,-0.81716,JCUXEEBSEWQOTC-UHFFFAOYSA-N
alln_492,CCOC(=O)/C=C(/N)\c1ccccc1,-0.7736,not_found
alln_493,C=CCOc1ccccc1CN,-0.81387,UUXQXOZZWXRSTG-UHFFFAOYSA-N
alln_499,COCCOCCCN,-0.8167,PWGVOCGNHYMDLS-UHFFFAOYSA-N
alln_5,N#Cc1ccnc(N)c1,-0.78171,GEEAYLFEIFJFGP-UHFFFAOYSA-N
alln_50,CC(=O)c1ccc(N)cc1,-0.78178,GPRYKVSEZCQIHD-UHFFFAOYSA-N
alln_500,CC(C)(C)OC(=O)N1CCC(CN)CC1,-0.82664,KLKBCNDBOVRQIJ-UHFFFAOYSA-N
alln_503,CC1(C)OB(c2ccc(F)c(CN)c2)OC1(C)C,-0.81213,AQSXWOGFKPFJDI-UHFFFAOYSA-N
alln_504,CC1(C)OB(c2cccc(F)c2CN)OC1(C)C,-0.69582,LOGJENNGBFWJLU-UHFFFAOYSA-N
alln_506,COc1cc(CN)cc(OC)c1OC,-0.80868,YUPUSBMJCFBHAP-UHFFFAOYSA-N
alln_507,NC(=S)NC(=O)c1cccs1,-0.76728,JVYGXRPHTDEIQO-UHFFFAOYSA-N
alln_508,NC1CCN(C(=O)OCc2ccccc2)CC1,-0.82018,YYIQGSYCCNQAGV-UHFFFAOYSA-N
alln_51,Cc1cccc(N)n1,-0.7909,QUXLCYFNVNNRBE-UHFFFAOYSA-N
alln_52,Cc1cc(N)ncn1,-0.77925,LAERIBHKDNBVOO-UHFFFAOYSA-N
alln_528,Nc1nc2ccccc2[nH]1,-0.80569,JWYUFVNJZUSCSM-UHFFFAOYSA-N
alln_529,Nc1nc2ccccc2o1,-0.80112,JPBLHOJFMBOCAF-UHFFFAOYSA-N
alln_53,Cc1ccnc(N)c1,-0.79097,ORLGLBZRQYOWNA-UHFFFAOYSA-N
alln_530,Nc1nnc[nH]1,-0.81396,KLSJWNVTNUYHDU-UHFFFAOYSA-N
alln_531,Nc1nccc(Cl)n1,-0.77417,DBGFGNCFYUNXLD-UHFFFAOYSA-N
alln_532,Nc1n[nH]nc1c1ccccc1,-0.80802,VFRADINKOCDNSG-UHFFFAOYSA-N
alln_533,Cc1ncccc1N,-0.79573,ZSFPJJJRNUZCEV-UHFFFAOYSA-N
alln_534,Nc1nccs1,-0.79845,RAIPHJJURHTUIC-UHFFFAOYSA-N
alln_535,Nc1nnns1,-0.77703,NFSGFYBDMKUQJA-UHFFFAOYSA-N
alln_536,Nc1cn[nH]c1,-0.79796,AXINVSXSGNSVLV-UHFFFAOYSA-N
alln_537,Nc1ncc[nH]1,-0.81854,DEPDDPLQZYCHOH-UHFFFAOYSA-N
alln_538,Nc1cnccn1,-0.78681,XFTQRUTUGRCSGO-UHFFFAOYSA-N
alln_539,Nc1nncs1,-0.79533,QUKGLNCXGVWCJX-UHFFFAOYSA-N
alln_54,Cc1cccnc1N,-0.79804,RGDQRXPEZUNWHX-UHFFFAOYSA-N
alln_540,Nc1ncccn1,-0.78194,LJXQPZWIHJMPQQ-UHFFFAOYSA-N
alln_541,Nc1ccncn1,-0.77832,OYRRZWATULMEPF-UHFFFAOYSA-N
alln_542,Cc1nc(N)sc1C,-0.79967,XMXLBDNVSIHRRA-UHFFFAOYSA-N
alln_543,Nc1ccc(Cl)nc1,-0.78766,QAJYCQZQLVENRZ-UHFFFAOYSA-N
alln_544,Nc1ccc2ccccc2n1,-0.78713,GCMNJUJAKQGROZ-UHFFFAOYSA-N
alln_545,Nc1nccn1c1ccccc1,-0.81887,ACOLGRUIHSRLDA-UHFFFAOYSA-N
alln_546,Nc1cnc2ccccc2c1,-0.78843,SVNCRRZKBNSMIV-UHFFFAOYSA-N
alln_547,Nc1nccc2ccccc12,-0.78967,OSILBMSORKFRTB-UHFFFAOYSA-N
alln_548,Cc1cc(N)nc(Cl)n1,-0.77168,FBEIDYLEFVIOEY-UHFFFAOYSA-N
alln_549,Nc1cccc2ccccc12,-0.79368,RUFPHBVGCFYCNW-UHFFFAOYSA-N
alln_55,Cc1ccccc1N,-0.79858,RNVCVTLRINQCPJ-UHFFFAOYSA-N
alln_550,Nc1ccncc1,-0.78262,NUKYPUAOHBNCPY-UHFFFAOYSA-N
alln_551,Nc1cnns1,-0.78221,PVGHNTXQMCYYGF-UHFFFAOYSA-N
alln_552,Nc1nccc(=O)[nH]1,-0.78807,XQCZBXHVTFVIFE-UHFFFAOYSA-N
alln_553,N[C@H]1N=C(F)Nc2[nH]cnc12,-0.80531,not_found
alln_554,N[C@H]1N=CNc2[nH]cnc12,-0.80677,ISUXPGBNVYOGFM-BYPYZUCNSA-N
alln_555,Nc1ccco1,-0.80812,UTVVREMVDJTZAC-UHFFFAOYSA-N
alln_556,Nc1cc(C2CC2)[nH]n1,-0.80425,MXVAGCQKBDMKPG-UHFFFAOYSA-N
alln_557,CO[C@@]12[C@@H](N)[C@]1(O)C2=O,-0.81895,not_found
alln_558,N#Cc1cccc(N)n1,-0.78189,KSQSBNSABUZDMI-UHFFFAOYSA-N
alln_559,Nc1ccc2c(c1)OCO2,-0.7939,XGNXYCFREOZBOL-UHFFFAOYSA-N
alln_56,NNc1ccc(N)cc1,-0.79738,TXPBPZVDLVXJKZ-UHFFFAOYSA-N
alln_561,Nc1n[nH]c(=S)[nH]1,-0.80178,WZUUZPAYWFIBDF-UHFFFAOYSA-N
alln_562,Nc1nc(Cl)ncc1Cl,-0.76527,HISNGTFIGFWFCQ-UHFFFAOYSA-N
alln_563,Nc1n[nH]c(=S)s1,-0.79483,GDGIVSREGUOIJZ-UHFFFAOYSA-N
alln_564,Cc1c(N)c(=O)n(c2ccccc2)n1C,-0.80013,RLFWWDJHLFCNIJ-UHFFFAOYSA-N
alln_565,Nc1nccc(c2cccnc2)n1,-0.77912,LQHQKYWYKPLKCH-UHFFFAOYSA-N
alln_566,Nc1ccc(Oc2ccccc2)cc1,-0.79196,WOYZXEVUWXQVNV-UHFFFAOYSA-N
alln_567,CCc1c(C)nc(N)[nH]c1=O,-0.7919,MMROOMZDXHEPGW-UHFFFAOYSA-N
alln_569,Nc1ccc2cn[nH]c2c1,-0.78973,KEJFADGISRFLFO-UHFFFAOYSA-N
alln_57,Nc1ccccc1F,-0.79073,FTZQXOJYPFINKJ-UHFFFAOYSA-N
alln_572,Nc1nnc(c2cccnc2)s1,-0.79287,MCYHQUZTYSVDHW-UHFFFAOYSA-N
alln_574,Nc1nc(Cl)cc(Cl)n1,-0.76707,JPZOAVGMSDSWSW-UHFFFAOYSA-N
alln_575,N[C@@H]1N=C(c2ccccc2)NS1,-0.80857,not_found
alln_576,Nc1ccn(c2ccccc2)n1,-0.79974,BQQFSUKXGGGGLV-UHFFFAOYSA-N
alln_578,Nc1ccc(F)c(F)c1,-0.78959,AXNUZKSSQHTNPZ-UHFFFAOYSA-N
alln_579,CC1(C)OB(c2ccnc(N)c2)OC1(C)C,-0.79233,DCYKWKYBNWRLLZ-UHFFFAOYSA-N
alln_58,Cc1cccc(N)c1,-0.79209,JJYPMNFTHPTTDI-UHFFFAOYSA-N
alln_580,Nc1nc2ccccc2s1,-0.79482,UHGULLIUJBCTEF-UHFFFAOYSA-N
alln_581,Cc1ccccc1NC(=S)N,-0.79694,ACLZYRNSDLQOIA-UHFFFAOYSA-N
alln_582,Cc1ccnc(NC(=S)N)c1,-0.78245,ALLBLAKJCNRLLS-UHFFFAOYSA-N
alln_583,Cc1ccc(NC(=S)N)cc1,-0.79554,VXLFMCZPFIKKDZ-UHFFFAOYSA-N
alln_584,CC(=O)Nc1ccc(/C=N\NC(=S)N)cc1,-0.78147,not_found
alln_585,CCOc1ccc(NC(=S)N)cc1,-0.79622,QGLYTNIXHPCRCF-UHFFFAOYSA-N
alln_587,NC(=S)Nc1ccccc1N(=O)=O,-0.77751,FLGZBEKWHFRZNP-UHFFFAOYSA-N
alln_588,CN(C)c1ccc(NC(=S)N)cc1,-0.79858,IETJMRDFWVXWMR-UHFFFAOYSA-N
alln_589,COc1ccc(OC)c(NC(=S)N)c1,-0.79229,ZLGQKHQZDDTIFW-UHFFFAOYSA-N
alln_59,Cn1cc(N)ccc1=O,-0.79468,OQHLYZTVUZZSRR-UHFFFAOYSA-N
alln_590,NC(=S)Nc1ccc(F)cc1F,-0.78835,DZZSKQFBAGZNSH-UHFFFAOYSA-N
alln_591,Cc1ccc(NC(=O)NC(=S)N)cc1,-0.77045,OWUYSKYSNCZWAG-UHFFFAOYSA-N
alln_592,Cc1ccc(NC(=S)N)cc1C,-0.7959,SVVAZPFKTDKAAN-UHFFFAOYSA-N
alln_595,Cc1c(NC(=S)N)c(=O)n(c2ccccc2)n1C,-0.78647,NIXXJWATYYKOSW-UHFFFAOYSA-N
alln_596,CCOC(=O)Cc1csc(NC(=S)N)n1,-0.78135,URONEHYOXSPUDU-UHFFFAOYSA-N
alln_6,N#Cc1cccnc1N,-0.77377,YYXDQRRDNPRJFL-UHFFFAOYSA-N
alln_60,COc1nn(C)cc1N,-0.80335,BRXSXFLSHMQQJY-UHFFFAOYSA-N
alln_61,CCOC(=O)c1ncsc1N,-0.78319,AZDIMLOSMFZQLP-UHFFFAOYSA-N
alln_63,Cc1nc(N)[nH]c(=O)c1C,-0.79205,APWRLAZEMYLHKZ-UHFFFAOYSA-N
alln_64,Cc1cc(N)cc(=O)n1C,-0.77848,OTJSKSZNESTQBA-UHFFFAOYSA-N
alln_65,CC(=O)c1cnc(N)nc1C,-0.7667,LWZQQJIAMSDELT-UHFFFAOYSA-N
alln_66,Nc1ccnc(Cl)n1,-0.77051,LPBDZVNGCNTELM-UHFFFAOYSA-N
alln_67,COC(=O)c1ccsc1N,-0.78452,DGGJQLCAYQCPDD-UHFFFAOYSA-N
alln_68,Cc1ccc(N)nc1,-0.79333,CMBSSVKZOPZBKW-UHFFFAOYSA-N
alln_69,Nc1cccc(Cl)n1,-0.78391,OBYJTLDIQBWBHM-UHFFFAOYSA-N
alln_7,Cc1cccc(N)c1C,-0.80001,VVAKEQGKZNKUSU-UHFFFAOYSA-N
alln_70,CCOC(=O)c1c(C)n[nH]c1N,-0.7986,WOCMIZZYXHVSPS-UHFFFAOYSA-N
alln_71,Nc1nnc(S)s1,-0.79732,GDGIVSREGUOIJZ-UHFFFAOYSA-N
alln_72,CCOc1ccccc1N,-0.79478,ULHFFAFDSSHFDA-UHFFFAOYSA-N
alln_73,Cc1nnc(N)s1,-0.7976,HMPUHXCGUHDVBI-UHFFFAOYSA-N
alln_74,Nc1cc(Cl)ccn1,-0.7854,RQMWVVBHJMUJNZ-UHFFFAOYSA-N
alln_75,Cc1cc(N)n[nH]1,-0.80449,FYTLHYRDGXRYEY-UHFFFAOYSA-N
alln_76,N[C@@H]1N=C(Cl)Nc2[nH]cnc12,-0.80109,not_found
alln_78,Nc1cncc(Cl)n1,-0.78019,JTPXVCKCLBROOJ-UHFFFAOYSA-N
alln_79,Nc1ccc(Cl)nn1,-0.78455,DTXVKPOKPFWSFF-UHFFFAOYSA-N
alln_8,Cc1ccc(N)c(C)c1,-0.80017,CZZZABOKJQXEBO-UHFFFAOYSA-N
alln_80,COC(=O)c1ncsc1N,-0.78273,OTNJGCAOEGZZMM-UHFFFAOYSA-N
alln_81,Nc1cc(Cl)ncn1,-0.77235,DUKKRSPKJMHASP-UHFFFAOYSA-N
alln_82,CCOC(=O)c1cnc(N)[nH]c1=O,-0.77681,HRRHGLKNOJHIGY-UHFFFAOYSA-N
alln_83,CC(C)S(=O)(=O)c1ccccc1N,-0.79352,GMLAMRMKROYXNZ-UHFFFAOYSA-N
alln_84,COC(=O)c1ccc(C)c(N)c1,-0.7965,YEPWCJHMSVABPQ-UHFFFAOYSA-N
alln_85,CC(C)(C)OC(=O)N1CCc2[nH]nc(N)c2C1,-0.80646,AHGNLFYXPZBDMS-UHFFFAOYSA-N
alln_86,COC(=O)c1cnc(N)s1,-0.78697,UJNNCGWBDJHCEM-UHFFFAOYSA-N
alln_88,COc1cc2ncnc(N)c2cc1OC,-0.77515,MGHPNHISKDKRJW-UHFFFAOYSA-N
alln_89,COc1ccc(OCc2nnc(N)s2)cc1,-0.79455,BVYNFLPAMUDFSH-UHFFFAOYSA-N
alln_9,CCc1ccccc1N,-0.79956,MLPVBIWIRCKMJV-UHFFFAOYSA-N
alln_91,COC(=O)c1ccc(N)cc1,-0.78256,LZXXNPOYQCLXRS-UHFFFAOYSA-N
alln_92,Cn1ncc2[C@@H](N)N=C(Cl)Nc12,-0.80624,not_found
alln_93,COc1ccc(C)cc1N,-0.79437,WXWCDTXEKCVRRO-UHFFFAOYSA-N
alln_94,COc1cnc(Cl)nc1N,-0.77213,ORUMXWAUZBTDLW-UHFFFAOYSA-N
alln_95,COc1ccc(N)c(OC)c1,-0.79861,GEQNZVKIDIPGCO-UHFFFAOYSA-N
alln_96,COC(=O)c1cnc(N)nc1C,-0.76781,TXAIGQFUQLUQJJ-UHFFFAOYSA-N
alln_98,N#Cc1cccc(N)c1,-0.78532,NJXPYZHXZZCTNI-UHFFFAOYSA-N
alln_99,CCOC(=O)c1sc(N)nc1C,-0.78609,WZHUPCREDVWLKC-UHFFFAOYSA-N
