Compound_Name,smiles,Steric,InChIKey
alle_323,CCN(CC)c1ccc(Br)cc1,30.34412,NGYMZFJVHHKJQR-UHFFFAOYSA-N
alle_324,Brc1ccc2c[nH]nc2c1,30.70387,WMKDUJVLNZANRN-UHFFFAOYSA-N
alle_325,Brc1ccc(OCc2ccccc2)cc1,30.43528,OUQSGILAXUXMGI-UHFFFAOYSA-N
alle_326,COC(=O)c1ncsc1Br,33.95462,AUJMFWXVFMHABB-UHFFFAOYSA-N
alle_327,Cc1ccc(Br)cc1N(=O)=O,30.57364,KZNXALJXBRSMFL-UHFFFAOYSA-N
alle_328,O=C1c2ccccc2C(=O)c2c(Br)cccc12,35.86242,CXTPIHZYOGDSLV-UHFFFAOYSA-N
alle_329,CCOC(=O)c1sc(Br)cc1C,30.34738,QNZAHZICJQJSFJ-UHFFFAOYSA-N
alle_33,Brc1ccc2ccccc2n1,29.916,QKJAZPHKNWSXDF-UHFFFAOYSA-N
alle_330,CC(C)Oc1cc(F)ccc1Br,32.42447,OJWUXVJGCPUWTK-UHFFFAOYSA-N
alle_331,COc1ccc2sc(Br)nc2c1,30.11623,XDYFAYVQPCTFOY-UHFFFAOYSA-N
alle_332,Fc1ccc2nc(Br)sc2c1,30.14878,GIANOUBNTGQAID-UHFFFAOYSA-N
alle_333,COc1cccc2sc(Br)nc12,30.06414,ZVCFJHNSAMCWGM-UHFFFAOYSA-N
alle_334,Cc1ccc(Oc2ccc(Br)cc2)cc1,30.50039,GZPHCGDZZUOIAE-UHFFFAOYSA-N
alle_335,CCn1ncc(Br)c1C,31.34523,WTWRJJVWOLSSTM-UHFFFAOYSA-N
alle_336,CCOC(=O)c1ccc(Br)nc1,29.99251,NTOOSJSHTQNLKP-UHFFFAOYSA-N
alle_337,Fc1cc(F)c2nc(Br)sc2c1,30.18622,YYGBXBPHNAJXEK-UHFFFAOYSA-N
alle_338,Cc1nc2ccc(Br)cc2[nH]1,30.63876,FHDFUQGJYYGLHJ-UHFFFAOYSA-N
alle_339,Fc1ccc(Oc2ccc(Br)cc2)cc1,30.49062,QAOAGSVWMAMCGQ-UHFFFAOYSA-N
alle_34,Brc1nccn1c1ccccc1,33.1342,KKPQUNLAAJJUCR-UHFFFAOYSA-N
alle_341,Cc1cnc(Br)s1,29.986,FJPZHYAYNAUKKA-UHFFFAOYSA-N
alle_343,COc1cccc(C#N)c1Br,35.04363,FQKUIMZTAJYITH-UHFFFAOYSA-N
alle_344,O[C@H](c1ccccc1)c1ccc(Br)cc1,30.49551,WTIWDBNPPSHSCB-CYBMUJFWSA-N
alle_345,Cc1nc2ccc(Br)cc2s1,30.62736,NPBQNFVPWXRIGG-UHFFFAOYSA-N
alle_346,Cc1cc(Cl)nc(Br)c1,29.95996,PDCBQYZKWWAKCG-UHFFFAOYSA-N
alle_347,Cc1ccc2sc(Br)nc2c1C,30.09344,OCRHSCQLNVFZEW-UHFFFAOYSA-N
alle_348,Brc1cccc2cnccc12,33.41418,CYJZJGYYTFQQBY-UHFFFAOYSA-N
alle_349,Cc1cc(C)nc(Br)c1,29.93717,IRTOCXBLUOPRFT-UHFFFAOYSA-N
alle_35,Brc1cnc2ccccc2c1,30.5769,ZGIKWINFUGEQEO-UHFFFAOYSA-N
alle_350,Cc1ccc(C)c2sc(Br)nc12,30.06414,OMCQXYRXLFOIDF-UHFFFAOYSA-N
alle_351,C[C@@H](Nc1ccc(Br)cc1)c1ccccn1,30.36365,JJCIISIIYLXZEJ-SNVBAGLBSA-N
alle_352,Cc1cc(C)c2nc(Br)sc2c1,30.07065,VLDMIYNOGFWHSB-UHFFFAOYSA-N
alle_353,C[C@H](Nc1ccc(Br)cc1)c1ccccn1,30.38319,JJCIISIIYLXZEJ-JTQLQIEISA-N
alle_354,Brc1cccc2[nH]ncc12,31.43964,KJIODOACRIRBPB-UHFFFAOYSA-N
alle_355,Cc1cc(CNC(=O)OC(C)(C)C)ccc1Br,33.40279,DKFTTWUAHIMBSE-UHFFFAOYSA-N
alle_358,CC(C)n1c(Br)nc2c1c(=O)n(C)c(=O)n2C,33.12606,OYOSTJSOFBEGON-UHFFFAOYSA-N
alle_3,Brc1nc2ccccc2o1,29.82485,ZMSUVHHASUJZNH-UHFFFAOYSA-N
alle_36,Brc1nccc2ccccc12,32.75654,YWWZASFPWWPUBN-UHFFFAOYSA-N
alle_361,COC(=O)c1cscc1Br,33.60138,MNOCCIFVTOUKEG-UHFFFAOYSA-N
alle_366,CCN(CC)C(=O)c1ccc(Br)cc1,30.56062,LDUPVXSXLZOQAF-UHFFFAOYSA-N
alle_368,COC(=O)c1ccc(Br)cc1OC,30.59806,WPGAGRPPDYAZAD-UHFFFAOYSA-N
alle_37,Cc1cc(Br)nc(Cl)n1,30.06576,IAZHWQUUIZLBAW-UHFFFAOYSA-N
alle_372,CC(=O)Oc1ccccc1Br,33.32791,BEHBHYYPTOHUHX-UHFFFAOYSA-N
alle_374,CCCCCCCCn1c(Br)nc2c1c(=O)[nH]c(=O)n2C,32.78096,NBJDLJLRNKFWOH-UHFFFAOYSA-N
alle_375,Brc1cccc2ncsc12,32.3854,HIHGDDIOQDNKSV-UHFFFAOYSA-N
alle_376,Brc1ccc2ncsc2c1,30.67131,YJOUISWKEOXIMC-UHFFFAOYSA-N
alle_377,COc1cc(Br)c2ncccc2c1,32.33494,MXMVLWCWCLMAHP-UHFFFAOYSA-N
alle_378,Clc1ccc(Br)c(Cl)n1,33.18954,PZHASTRIYXMWKM-UHFFFAOYSA-N
alle_38,Nc1ncccc1Br,33.28721,RBCARPJOEUEZLS-UHFFFAOYSA-N
alle_382,CCOC(=O)Cc1csc(Br)n1,29.96321,DHFZEWZLCNRIRX-UHFFFAOYSA-N
alle_383,CCOC(=O)c1cnc2c(Br)cccc2c1,32.34633,GTEFIYMEQZHVDD-UHFFFAOYSA-N
alle_384,O=C(c1ccccc1)c1ccccc1Br,35.46523,ABEVIHIQUUXDMS-UHFFFAOYSA-N
alle_385,Cc1cc(=O)[nH]c(Br)n1,30.02507,ABBWAXWALGQJRO-UHFFFAOYSA-N
alle_386,C#CCOc1cccc(Br)c1,30.5655,NWOMEMWJZOKRQR-UHFFFAOYSA-N
alle_387,COCc1cccc(Br)c1,30.50202,BZYGFMKYRKQSQG-UHFFFAOYSA-N
alle_388,Fc1cnc(Cl)nc1Br,31.13524,YPZWYHNOTNPZEQ-UHFFFAOYSA-N
alle_389,O=c1[nH]c(Br)cc2ccccc12,30.70387,UDRWDZCFFOTHRU-UHFFFAOYSA-N
alle_39,Cc1ccc(Br)cc1,30.54434,ZBTMRBYMKUEVEU-UHFFFAOYSA-N
alle_390,O=C1CCCc2nc(Br)sc12,30.13739,AINBODIOGRXMKN-UHFFFAOYSA-N
alle_391,CNC(=O)Oc1ccc(Br)cc1,30.50853,JDMQNOUMIJRQEX-UHFFFAOYSA-N
alle_392,CNC(=O)Nc1ccc(Br)cc1,30.47923,OKUKWIIEAXKUDI-UHFFFAOYSA-N
alle_393,CC(=O)c1cnc(Br)s1,30.11623,XGHAHIKODQEJTA-UHFFFAOYSA-N
alle_394,CC(=O)c1nc(Br)sc1C,29.95996,OBLRYUORPVWFAI-UHFFFAOYSA-N
alle_395,CCOC(=O)c1cccnc1Br,33.95136,QOFKYVXBHUEWBX-UHFFFAOYSA-N
alle_396,Cc1cc(Cl)nc(Br)n1,29.59695,AOQFTELXIOVAPR-UHFFFAOYSA-N
alle_397,CCOC(=O)c1cnc(Br)s1,30.06088,KTYIFXLNIMPSKI-UHFFFAOYSA-N
alle_398,COc1cc(C)ccc1Br,32.35773,OERVAQHUJAFULZ-UHFFFAOYSA-N
alle_399,Cc1cc(Br)nn1C,29.60184,NELVNOMSYNLQGQ-UHFFFAOYSA-N
alle_4,Brc1nnc[nH]1,29.67346,HHIZISRHAQPAMY-UHFFFAOYSA-N
alle_40,NNc1ccc(Br)cc1,30.44342,NRESDXFFSNBDGP-UHFFFAOYSA-N
alle_400,COc1ccc(Br)c(C)c1,33.3686,BLZNSXFQRKVFRP-UHFFFAOYSA-N
alle_401,COc1nn(C)cc1Br,30.34412,GSGDRYZMVCJXPM-UHFFFAOYSA-N
alle_403,Cc1cc(Br)cc(=O)n1C,30.69573,FRPJHULUIYGIFS-UHFFFAOYSA-N
alle_404,CC(=O)c1cnc(Br)nc1C,29.6409,JULCOBJVBOQQAB-UHFFFAOYSA-N
alle_405,COC(=O)c1ccsc1Br,33.97903,ADKGOXMEPLSPNN-UHFFFAOYSA-N
alle_407,Clc1ccnc(Br)c1,30.02995,SURKZMFXICWLHU-UHFFFAOYSA-N
alle_408,Cc1cc(Br)n[nH]1,29.63276,SVRPUGWCOWUQOY-UHFFFAOYSA-N
alle_409,CCOC(=O)c1cnc(Br)[nH]c1=O,30.13576,JNXWWLOFSVMFKX-UHFFFAOYSA-N
alle_410,CC(C)S(=O)(=O)c1ccccc1Br,37.66115,YILCKJNKWXELKU-UHFFFAOYSA-N
alle_411,CC(C)(C)OC(=O)N1CCc2[nH]nc(Br)c2C1,30.32784,CJOZZZFCHFPLJL-UHFFFAOYSA-N
alle_413,COc1cnc(Cl)nc1Br,33.12606,BWEQPPNZSRRREM-UHFFFAOYSA-N
alle_414,COC(=O)c1cnc(Br)nc1C,29.63276,AECOLLCYXZLQJQ-UHFFFAOYSA-N
alle_417,CC1(c2cccc(Br)c2)OCCO1,30.49876,BMECYBCLXRLALS-UHFFFAOYSA-N
alle_418,Cc1cc(Br)n(c2ccccc2)n1,34.12554,CBUGJUKHYWJICM-UHFFFAOYSA-N
alle_42,Nc1cccc(Br)n1,29.87856,BKLJUYPLUWUEOQ-UHFFFAOYSA-N
alle_420,CSc1cccc(Br)c1,30.61434,NKYFJZAKUPSUSH-UHFFFAOYSA-N
alle_422,N#Cc1cnc(Br)c(Cl)c1,32.6898,YZLPUJKXILCLEP-UHFFFAOYSA-N
alle_423,CCOC(=O)c1ccc(C)c(Br)c1,33.48581,ILZQYNXOOLMOGA-UHFFFAOYSA-N
alle_424,COC(=O)c1cc(Br)cc(C(=O)OC)c1,30.55574,QUJINGKSNJNXEB-UHFFFAOYSA-N
alle_425,CCNC(=S)Nc1ccc(Br)cc1,30.48737,QFHYYURUMNLDOY-UHFFFAOYSA-N
alle_426,C=CCNC(=S)Nc1ccc(Br)cc1,30.51341,BULNQPKNOORXJO-UHFFFAOYSA-N
alle_427,CCOC(=O)Nc1ccc(Br)cc1,30.48086,ZETBYFYOBYYVOE-UHFFFAOYSA-N
alle_43,Nc1cncc(Br)c1,30.52806,MDQXGHBCDCOOSM-UHFFFAOYSA-N
alle_44,Brc1ccncc1,30.52155,BSDGZUDFPKIYQG-UHFFFAOYSA-N
alle_45,Brc1cnns1,30.20413,LSEHIBCSNHQYJQ-UHFFFAOYSA-N
alle_46,Cc1cccc(Br)n1,29.86229,SOHDPICLICFSOP-UHFFFAOYSA-N
alle_47,Cc1ccnc(Br)c1,29.92089,LSZMVESSGLHDJE-UHFFFAOYSA-N
alle_48,Cc1cccnc1Br,32.72073,PZSISEFPCYMBDL-UHFFFAOYSA-N
alle_49,Cn1cc(Br)ccc1=O,30.46946,HHVFVHIUOMMWRN-UHFFFAOYSA-N
alle_5,Brc1cccnc1,30.55248,NYPYPOZNGOXYSU-UHFFFAOYSA-N
alle_53,Cc1nc(Br)[nH]c(=O)c1C,29.97135,AXPSELGOYKTPIY-UHFFFAOYSA-N
alle_54,Brc1ccco1,29.80531,OYMCMWPHMPODNK-UHFFFAOYSA-N
alle_55,Brc1cc(C2CC2)[nH]n1,29.59532,SQOQZWMBJZOJMY-UHFFFAOYSA-N
alle_56,Cc1cccc(Br)c1C,33.88136,WLPXNBYWDDYJTN-UHFFFAOYSA-N
alle_58,N#Cc1cccc(Br)n1,30.06088,HNEBPTAKURBYRM-UHFFFAOYSA-N
alle_59,Brc1ccc2c(c1)OCO2,30.62085,FBOYMIDCHINJKC-UHFFFAOYSA-N
alle_6,Clc1ccnc(Br)n1,29.73206,WMZFUTOHAWIHJN-UHFFFAOYSA-N
alle_60,NC(=S)c1ccc(Br)cc1,30.5948,AIPANIYQEBQYGC-UHFFFAOYSA-N
alle_62,Clc1ncc(Cl)c(Br)n1,32.43912,POSABSCWHXVWGV-UHFFFAOYSA-N
alle_63,Cc1nnc(Br)s1,30.05437,NSMKWTGDPQHTDH-UHFFFAOYSA-N
alle_64,S=c1[nH]nc(Br)s1,30.1325,MAKUYRLQCUGBSP-UHFFFAOYSA-N
alle_65,Cc1cc(Br)ncn1,29.94042,GBPCCNWUSHSRTM-UHFFFAOYSA-N
alle_66,Cc1c(Br)c(=O)n(c2ccccc2)n1C,32.28936,QYWWSDVPNCBSIA-UHFFFAOYSA-N
alle_67,Brc1nccc(c2cccnc2)n1,29.5351,BTPBRQDDPGAQPB-UHFFFAOYSA-N
alle_68,Cc1nc(Cl)cc(Br)n1,30.02344,CZJDWGYDOTYAJT-UHFFFAOYSA-N
alle_69,Nc1ncc(Br)cn1,30.36691,UHRHPPKWXSNZLR-UHFFFAOYSA-N
alle_70,Brc1ccc(Oc2ccccc2)cc1,30.49388,JDUYPUMQALQRCN-UHFFFAOYSA-N
alle_72,Nc1cc(Br)ccn1,30.58504,BAQKUNMKVAPWGU-UHFFFAOYSA-N
alle_76,Brc1ccc2cn[nH]c2c1,30.6941,WMKDUJVLNZANRN-UHFFFAOYSA-N
alle_77,Cc1cccc(Br)c1,30.55085,WJIFKOVZNJTSGO-UHFFFAOYSA-N
alle_79,CC(=O)c1sc(Br)nc1C,30.08041,RZEIEXBCYWPGCZ-UHFFFAOYSA-N
alle_8,Clc1ccc(Br)nn1,30.19111,DXFKQNBEJIACSQ-UHFFFAOYSA-N
alle_80,Brc1nnc(c2cccnc2)s1,30.1146,LEJKMPAVMFZPNR-UHFFFAOYSA-N
alle_81,COC(=O)c1ccc(Br)cc1,30.66154,CZNGTXVOZOWWKM-UHFFFAOYSA-N
alle_82,Clc1cc(Cl)nc(Br)n1,29.7516,SSRZBKAOTVKUSD-UHFFFAOYSA-N
alle_83,Nc1ncc(Br)s1,30.19111,ARHCLXWELPFVFQ-UHFFFAOYSA-N
alle_85,Nc1nc(Cl)ncc1Br,33.0935,QOWALNIZDHZTSM-UHFFFAOYSA-N
alle_86,Brc1ccn(c2ccccc2)n1,29.61974,DNNFZHXAVGUVSU-UHFFFAOYSA-N
alle_87,NC(=S)c1cccnc1Br,34.51784,WVXQTNYHOYNGPD-UHFFFAOYSA-N
alle_88,Fc1ccc(Br)cc1F,30.60132,YMQPKONILWWJQG-UHFFFAOYSA-N
alle_89,CC1(C)OB(c2ccnc(Br)c2)OC1(C)C,29.82973,NQVRUHXWNFMWQB-UHFFFAOYSA-N
alle_9,Sc1nnc(Br)s1,30.07553,MAKUYRLQCUGBSP-UHFFFAOYSA-N
alle_90,COc1cc2ncnc(Br)c2cc1OC,32.50912,IMLLNCXBVIJJOK-UHFFFAOYSA-N
alle_91,Brc1nc2ccccc2s1,30.15204,DRLMMVPCYXFPEP-UHFFFAOYSA-N
alle_95,Brc1ccc2c(c1)OCCO2,30.50202,LFCURAJBHDNUNG-UHFFFAOYSA-N
alle_96,Brc1ccc2ncccc2c1,30.64201,IFIHYLCUKYCKRH-UHFFFAOYSA-N
alle_97,COc1ccccc1Br,32.44075,HTDQSWDEWGSAMN-UHFFFAOYSA-N
alle_98,COc1cc(Br)cc(OC)c1OC,30.52969,XAOOZMATJDXDQJ-UHFFFAOYSA-N
